name	cat	ranks	pid	tid	eid	abs_start_us	abs_end_us	rel_start_us	rel_end_us	dur_us	op_type	input_dims	input_type
allgather_ring_8_8	op	[0, 1, 2, 3, 4, 5, 6, 7]	0	0	0	1760078766078006	1760078766078006	804991	804991	0	comm	1	torch.int64
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	2	1760078767778131	1760078767778131	2505116	2505116	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	3	1760078767778413	1760078767778413	2505398	2505398	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	4	1760078767802837	1760078767802837	2529823	2529823	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	5	1760078767802963	1760078767802963	2529948	2529948	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	7	1760078767804639	1760078767804639	2531624	2531624	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	8	1760078767837043	1760078767837043	2564028	2564028	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	11	1760078767900885	1760078767900885	2627870	2627870	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	12	1760078767900968	1760078767900968	2627953	2627953	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	14	1760078767905112	1760078767905112	2632097	2632097	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	16	1760078767946836	1760078767946836	2673821	2673821	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	17	1760078767946911	1760078767946911	2673897	2673897	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	19	1760078767954660	1760078767954660	2681645	2681645	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	20	1760078767956001	1760078767956001	2682986	2682986	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	21	1760078767958477	1760078767958477	2685462	2685462	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	22	1760078767959291	1760078767959291	2686276	2686276	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	25	1760078767974002	1760078767974002	2700987	2700987	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	26	1760078767974339	1760078767974339	2701324	2701324	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	27	1760078767976244	1760078767976244	2703229	2703229	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	28	1760078767976326	1760078767976326	2703311	2703311	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	30	1760078767976971	1760078767976971	2703957	2703957	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	31	1760078767977262	1760078767977262	2704247	2704247	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	34	1760078767983778	1760078767983778	2710763	2710763	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	35	1760078767983819	1760078767983819	2710804	2710804	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	37	1760078767984900	1760078767984900	2711885	2711885	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	39	1760078767987455	1760078767987455	2714440	2714440	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	40	1760078767987517	1760078767987517	2714503	2714503	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	42	1760078767988805	1760078767988805	2715790	2715790	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	43	1760078767989572	1760078767989572	2716557	2716557	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	44	1760078767991370	1760078767991370	2718355	2718355	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	45	1760078767992162	1760078767992162	2719147	2719147	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	48	1760078767994308	1760078767994308	2721293	2721293	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	49	1760078767994388	1760078767994388	2721373	2721373	0	comm	[1, 2048, 512]	torch.bfloat16
