name	cat	ranks	pid	tid	eid	abs_start_us	abs_end_us	rel_start_us	rel_end_us	dur_us	op_type	input_dims	input_type
allgather_ring_8_8	op	[0, 1, 2, 3, 4, 5, 6, 7]	0	0	0	1760078788937215	1760078788937215	1123854	1123854	0	comm	1	torch.int64
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	2	1760078790831974	1760078790831974	3018612	3018612	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	3	1760078790832254	1760078790832254	3018893	3018893	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	4	1760078790874474	1760078790874474	3061112	3061112	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	5	1760078790874603	1760078790874603	3061241	3061241	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	7	1760078790897137	1760078790897137	3083775	3083775	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	8	1760078790948233	1760078790948233	3134871	3134871	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	11	1760078791851965	1760078791851965	4038603	4038603	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	12	1760078791852162	1760078791852162	4038800	4038800	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	14	1760078791856649	1760078791856649	4043287	4043287	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	16	1760078791881903	1760078791881903	4068542	4068542	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	17	1760078791881983	1760078791881983	4068621	4068621	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	19	1760078791890296	1760078791890296	4076934	4076934	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	20	1760078791891491	1760078791891491	4078129	4078129	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	21	1760078791894207	1760078791894207	4080846	4080846	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	22	1760078791895096	1760078791895096	4081735	4081735	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	25	1760078791921121	1760078791921121	4107760	4107760	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	26	1760078791921396	1760078791921396	4108034	4108034	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	27	1760078791924136	1760078791924136	4110774	4110774	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	28	1760078791924412	1760078791924412	4111050	4111050	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	30	1760078791926660	1760078791926660	4113299	4113299	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	31	1760078791927515	1760078791927515	4114153	4114153	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	34	1760078791941905	1760078791941905	4128543	4128543	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	35	1760078791942045	1760078791942045	4128683	4128683	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	37	1760078791943622	1760078791943622	4130260	4130260	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	39	1760078791946297	1760078791946297	4132935	4132935	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	40	1760078791946360	1760078791946360	4132998	4132998	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	42	1760078791947721	1760078791947721	4134359	4134359	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	43	1760078791948813	1760078791948813	4135451	4135451	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	44	1760078791950734	1760078791950734	4137373	4137373	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	45	1760078791951561	1760078791951561	4138199	4138199	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	48	1760078791955374	1760078791955374	4142012	4142012	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	49	1760078791955649	1760078791955649	4142287	4142287	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	50	1760078791958323	1760078791958323	4144961	4144961	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	51	1760078791958589	1760078791958589	4145227	4145227	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	53	1760078791960866	1760078791960866	4147504	4147504	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	54	1760078791961684	1760078791961684	4148322	4148322	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	57	1760078792011288	1760078792011288	4197926	4197926	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	58	1760078792011434	1760078792011434	4198072	4198072	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	60	1760078792012680	1760078792012680	4199318	4199318	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	62	1760078792015396	1760078792015396	4202034	4202034	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	63	1760078792015462	1760078792015462	4202100	4202100	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	65	1760078792016777	1760078792016777	4203415	4203415	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	66	1760078792017580	1760078792017580	4204219	4204219	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	67	1760078792019453	1760078792019453	4206092	4206092	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	68	1760078792020270	1760078792020270	4206908	4206908	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	71	1760078792023301	1760078792023301	4209940	4209940	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	72	1760078792023509	1760078792023509	4210148	4210148	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	73	1760078792025367	1760078792025367	4212005	4212005	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	74	1760078792025550	1760078792025550	4212188	4212188	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	76	1760078792027081	1760078792027081	4213719	4213719	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	77	1760078792027670	1760078792027670	4214308	4214308	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	80	1760078792082890	1760078792082890	4269529	4269529	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	81	1760078792082988	1760078792082988	4269626	4269626	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	83	1760078792084411	1760078792084411	4271049	4271049	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	85	1760078792087104	1760078792087104	4273742	4273742	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	86	1760078792087171	1760078792087171	4273810	4273810	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	88	1760078792088630	1760078792088630	4275268	4275268	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	89	1760078792089469	1760078792089469	4276107	4276107	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	90	1760078792091372	1760078792091372	4278010	4278010	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	91	1760078792092208	1760078792092208	4278846	4278846	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	94	1760078792095305	1760078792095305	4281943	4281943	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	95	1760078792095474	1760078792095474	4282112	4282112	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	96	1760078792097051	1760078792097051	4283689	4283689	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	97	1760078792097203	1760078792097203	4283841	4283841	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	99	1760078792098418	1760078792098418	4285056	4285056	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	100	1760078792098902	1760078792098902	4285540	4285540	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	103	1760078792152163	1760078792152163	4338802	4338802	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	104	1760078792152204	1760078792152204	4338842	4338842	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	106	1760078792153458	1760078792153458	4340096	4340096	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	108	1760078792156675	1760078792156675	4343314	4343314	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	109	1760078792156762	1760078792156762	4343400	4343400	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	111	1760078792158516	1760078792158516	4345154	4345154	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	112	1760078792159643	1760078792159643	4346282	4346282	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	113	1760078792162145	1760078792162145	4348783	4348783	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	114	1760078792163216	1760078792163216	4349854	4349854	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	117	1760078792165959	1760078792165959	4352598	4352598	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	118	1760078792166042	1760078792166042	4352680	4352680	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	119	1760078792166854	1760078792166854	4353492	4353492	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	120	1760078792166936	1760078792166936	4353574	4353574	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	122	1760078792167657	1760078792167657	4354295	4354295	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	123	1760078792167925	1760078792167925	4354564	4354564	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	126	1760078792221384	1760078792221384	4408023	4408023	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	127	1760078792221427	1760078792221427	4408065	4408065	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	129	1760078792222845	1760078792222845	4409483	4409483	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	131	1760078792226127	1760078792226127	4412765	4412765	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	132	1760078792226219	1760078792226219	4412857	4412857	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	134	1760078792228012	1760078792228012	4414651	4414651	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	135	1760078792229103	1760078792229103	4415741	4415741	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	136	1760078792231605	1760078792231605	4418243	4418243	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	137	1760078792232714	1760078792232714	4419352	4419352	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	140	1760078792235589	1760078792235589	4422227	4422227	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	141	1760078792235674	1760078792235674	4422312	4422312	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	142	1760078792236492	1760078792236492	4423130	4423130	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	143	1760078792236573	1760078792236573	4423212	4423212	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	145	1760078792237244	1760078792237244	4423882	4423882	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	146	1760078792237499	1760078792237499	4424137	4424137	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	149	1760078792291986	1760078792291986	4478624	4478624	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	150	1760078792292027	1760078792292027	4478665	4478665	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	152	1760078792293383	1760078792293383	4480021	4480021	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	154	1760078792296536	1760078792296536	4483175	4483175	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	155	1760078792296621	1760078792296621	4483259	4483259	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	157	1760078792298373	1760078792298373	4485011	4485011	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	158	1760078792299485	1760078792299485	4486124	4486124	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	159	1760078792301983	1760078792301983	4488621	4488621	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	160	1760078792303078	1760078792303078	4489717	4489717	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	163	1760078792305818	1760078792305818	4492457	4492457	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	164	1760078792305900	1760078792305900	4492539	4492539	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	165	1760078792306703	1760078792306703	4493342	4493342	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	166	1760078792306787	1760078792306787	4493425	4493425	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	168	1760078792307466	1760078792307466	4494105	4494105	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	169	1760078792307718	1760078792307718	4494356	4494356	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	172	1760078792361654	1760078792361654	4548292	4548292	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	173	1760078792361694	1760078792361694	4548332	4548332	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	175	1760078792363050	1760078792363050	4549688	4549688	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	177	1760078792366238	1760078792366238	4552876	4552876	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	178	1760078792366323	1760078792366323	4552961	4552961	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	180	1760078792368076	1760078792368076	4554715	4554715	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	181	1760078792369177	1760078792369177	4555816	4555816	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	182	1760078792371683	1760078792371683	4558321	4558321	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	183	1760078792372760	1760078792372760	4559398	4559398	0	comm	[1, 2048, 512]	torch.bfloat16
allreduce_ring_8_1	op	[0, 1, 2, 3, 4, 5, 6, 7]	0	0	185	1760078792375090	1760078792375090	4561728	4561728	0	comm	[321792000]	torch.bfloat16
allreduce_ring_2_1	op	[2, 6]	0	0	186	1760078792375270	1760078792375270	4561908	4561908	0	comm	[132096]	torch.bfloat16
allreduce_ring_2_1	op	[2, 6]	0	0	187	1760078792375327	1760078792375327	4561965	4561965	0	comm	[190840832]	torch.bfloat16
allreduce_ring_2_1	op	[2, 6]	0	0	188	1760078792376318	1760078792376318	4562957	4562957	0	comm	1	torch.float64
allreduce_ring_2_1	op	[2, 6]	0	0	189	1760078792425986	1760078792425986	4612624	4612624	0	comm	1	torch.float64
allreduce_ring_2_1	op	[2, 6]	0	0	190	1760078792426025	1760078792426025	4612664	4612664	0	comm	1	torch.int64
allreduce_ring_8_1	op	[0, 1, 2, 3, 4, 5, 6, 7]	0	0	192	1760078792442831	1760078792442831	4629469	4629469	0	comm	1	torch.float64
