name	cat	ranks	pid	tid	eid	abs_start_us	abs_end_us	rel_start_us	rel_end_us	dur_us	op_type	input_dims	input_type
allgather_ring_8_8	op	[0, 1, 2, 3, 4, 5, 6, 7]	0	0	0	1760078778265202	1760078778265202	801623	801623	0	comm	1	torch.int64
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	2	1760078780138471	1760078780138471	2674891	2674891	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	3	1760078780138756	1760078780138756	2675177	2675177	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	4	1760078780163192	1760078780163192	2699613	2699613	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	5	1760078780163314	1760078780163314	2699735	2699735	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	7	1760078780164977	1760078780164977	2701398	2701398	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	8	1760078780197215	1760078780197215	2733636	2733636	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	11	1760078780243354	1760078780243354	2779774	2779774	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	12	1760078780243435	1760078780243435	2779856	2779856	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	14	1760078780246854	1760078780246854	2783275	2783275	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	16	1760078780272558	1760078780272558	2808979	2808979	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	17	1760078780272635	1760078780272635	2809056	2809056	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	19	1760078780280615	1760078780280615	2817036	2817036	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	20	1760078780281663	1760078780281663	2818084	2818084	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	21	1760078780284336	1760078780284336	2820756	2820756	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	22	1760078780285233	1760078780285233	2821654	2821654	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	25	1760078780308436	1760078780308436	2844856	2844856	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	26	1760078780308519	1760078780308519	2844940	2844940	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	27	1760078780309390	1760078780309390	2845811	2845811	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	28	1760078780309477	1760078780309477	2845898	2845898	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	30	1760078780310143	1760078780310143	2846564	2846564	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	31	1760078780310437	1760078780310437	2846858	2846858	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	34	1760078780320268	1760078780320268	2856689	2856689	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	35	1760078780320310	1760078780320310	2856730	2856730	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	37	1760078780321432	1760078780321432	2857853	2857853	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	39	1760078780323903	1760078780323903	2860323	2860323	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	40	1760078780323963	1760078780323963	2860383	2860383	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	42	1760078780325269	1760078780325269	2861690	2861690	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	43	1760078780326326	1760078780326326	2862746	2862746	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	44	1760078780328172	1760078780328172	2864593	2864593	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	45	1760078780328975	1760078780328975	2865396	2865396	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	48	1760078780331497	1760078780331497	2867918	2867918	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	49	1760078780331581	1760078780331581	2868002	2868002	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	50	1760078780332377	1760078780332377	2868798	2868798	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	51	1760078780332460	1760078780332460	2868881	2868881	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	53	1760078780333107	1760078780333107	2869528	2869528	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	54	1760078780333375	1760078780333375	2869796	2869796	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	57	1760078780390889	1760078780390889	2927309	2927309	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	58	1760078780390931	1760078780390931	2927352	2927352	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	60	1760078780392035	1760078780392035	2928456	2928456	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	62	1760078780394381	1760078780394381	2930802	2930802	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	63	1760078780394444	1760078780394444	2930865	2930865	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	65	1760078780395700	1760078780395700	2932120	2932120	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	66	1760078780396462	1760078780396462	2932883	2932883	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	67	1760078780398217	1760078780398217	2934638	2934638	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	68	1760078780398974	1760078780398974	2935395	2935395	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	71	1760078780401118	1760078780401118	2937539	2937539	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	72	1760078780401198	1760078780401198	2937618	2937618	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	73	1760078780401958	1760078780401958	2938378	2938378	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	74	1760078780402036	1760078780402036	2938456	2938456	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	76	1760078780402666	1760078780402666	2939087	2939087	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	77	1760078780402922	1760078780402922	2939342	2939342	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	80	1760078780460417	1760078780460417	2996838	2996838	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	81	1760078780460458	1760078780460458	2996879	2996879	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	83	1760078780461489	1760078780461489	2997909	2997909	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	85	1760078780463695	1760078780463695	3000116	3000116	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	86	1760078780463754	1760078780463754	3000175	3000175	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	88	1760078780464979	1760078780464979	3001399	3001399	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	89	1760078780465757	1760078780465757	3002177	3002177	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	90	1760078780467511	1760078780467511	3003931	3003931	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	91	1760078780468253	1760078780468253	3004674	3004674	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	94	1760078780470365	1760078780470365	3006786	3006786	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	95	1760078780470444	1760078780470444	3006864	3006864	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	96	1760078780471195	1760078780471195	3007615	3007615	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	97	1760078780471270	1760078780471270	3007691	3007691	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	99	1760078780471911	1760078780471911	3008331	3008331	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	100	1760078780472145	1760078780472145	3008566	3008566	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	103	1760078780531002	1760078780531002	3067423	3067423	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	104	1760078780531042	1760078780531042	3067463	3067463	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	106	1760078780532442	1760078780532442	3068863	3068863	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	108	1760078780535437	1760078780535437	3071858	3071858	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	109	1760078780535521	1760078780535521	3071942	3071942	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	111	1760078780537230	1760078780537230	3073651	3073651	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	112	1760078780538280	1760078780538280	3074701	3074701	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	113	1760078780540690	1760078780540690	3077110	3077110	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	114	1760078780541741	1760078780541741	3078161	3078161	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	117	1760078780544356	1760078780544356	3080776	3080776	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	118	1760078780544435	1760078780544435	3080855	3080855	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	119	1760078780545193	1760078780545193	3081614	3081614	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	120	1760078780545271	1760078780545271	3081691	3081691	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	122	1760078780545905	1760078780545905	3082326	3082326	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	123	1760078780546151	1760078780546151	3082571	3082571	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	126	1760078780600422	1760078780600422	3136843	3136843	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	127	1760078780600465	1760078780600465	3136886	3136886	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	129	1760078780602067	1760078780602067	3138488	3138488	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	131	1760078780605380	1760078780605380	3141801	3141801	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	132	1760078780605474	1760078780605474	3141895	3141895	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	134	1760078780607452	1760078780607452	3143873	3143873	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	135	1760078780608692	1760078780608692	3145112	3145112	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	136	1760078780611510	1760078780611510	3147931	3147931	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	137	1760078780612701	1760078780612701	3149122	3149122	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	140	1760078780615623	1760078780615623	3152044	3152044	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	141	1760078780615702	1760078780615702	3152123	3152123	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	142	1760078780616460	1760078780616460	3152881	3152881	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	143	1760078780616540	1760078780616540	3152961	3152961	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	145	1760078780617178	1760078780617178	3153598	3153598	0	comm	[4, 512, 2048]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	146	1760078780617412	1760078780617412	3153832	3153832	0	comm	[4, 512, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	149	1760078780670828	1760078780670828	3207248	3207248	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	150	1760078780670868	1760078780670868	3207289	3207289	0	comm	1	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	152	1760078780672535	1760078780672535	3208956	3208956	0	comm	[1, 2048, 2048]	torch.bfloat16
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	154	1760078780676217	1760078780676217	3212637	3212637	0	comm	1	torch.float32
allreduce_ring_4_1	op	[4, 5, 6, 7]	0	0	155	1760078780676325	1760078780676325	3212746	3212746	0	comm	[8192, 6]	torch.float32
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	157	1760078780678417	1760078780678417	3214838	3214838	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	158	1760078780679763	1760078780679763	3216184	3216184	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	159	1760078780682793	1760078780682793	3219213	3219213	0	comm	[1, 1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	160	1760078780684111	1760078780684111	3220532	3220532	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	163	1760078780687136	1760078780687136	3223556	3223556	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	164	1760078780687214	1760078780687214	3223635	3223635	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	165	1760078780687993	1760078780687993	3224413	3224413	0	comm	[1, 2048, 64]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	166	1760078780688071	1760078780688071	3224492	3224492	0	comm	[1, 2048, 512]	torch.bfloat16
allgather_ring_4_4	op	[4, 5, 6, 7]	0	0	168	1760078780688701	1760078780688701	3225122	3225122	0	comm	[4, 512, 2048]	torch.bfloat16
